Name,Description
Rogue One: Death Trooper 3D Stud Earrings,"Because You Hit What You Aim At
			
		
		These aren't your daddy's Stormtroopers. These aren't the disposable, cloned, novice Imperial soldiers that can't hit the broadside of a Star Destroyer. Death Troopers are elite. They are the best of the best. They are skilled, fearsome, ruthless agents of the Empire. They plant the Imperial flag across the galaxy. And, more significantly, they hit what they shoot at. So, when you wear the Death Trooper 3D Stud earrings, you may strike fear into the hearts of your fellow students, your gossipy co-workers, or your naughty children - because they know if the blaster comes out, they're in trouble. When they see the mask of the Death Trooper, they may cry out, ""The world is coming undone!"" Or possibly, ""Nice earrings.""For our customers with nickel allergies: These are made from 316L grade surgical stainless steel. That means their five main components are iron, chromium, nickel (10-14%), molybdenum, and manganese. This is implant-grade steel.Product SpecificationsRogue One: Death Trooper 3D Stud EarringsOfficially-licensed Rogue One: A Star Wars Story merchandise Black stainless steel masks of Death TroopersButterfly-style friction backs w/ rubber stoppersStrike fear into the hearts of Rebels everywherePerfect for the expert marksman or anyone who needs to scare people into submissionMaterials: 316L Stainless Steel Dimensions: 0.4"" x 0.3"" Ages 13+WARNING - SMALL PARTS - Not intended for children under 3 years of age."
GotG Awesome Mix Vol. 2 Cassette Choker Necklace,"""I'll give you jewelry...""
			
		
		Well, we won't give you jewelry. But Sam Cooke says he will. Provided you bring it on home to him.  Perhaps what he'd give you would be this stylish GotG Awesome Mix Vol. 2 Cassette Choker Necklace. It's a black velvet choker with an extender in the back and a small mixtape (vol. 2) pendant dangling from the front. Now it isn't a ""braided chain / Made of finest silver from / the North of Spain,"" but you don't really want that, do you? This is much less complicated. For our customers with nickel allergies: The sterling silver plating on the pendant is nickel-free. Product Specifications GotG Awesome Mix Vol. 2 Cassette Choker NecklaceOfficially-licensed Guardians of the Galaxy vol. 2 merchandise Black velvet choker with extender and small mixtape pendantMaterials: Nickel-free silver-plated pendantDimensions: 12"" with 3""extender, 0.46"" x 0.62"" pendantAbout RockLove Jewelry After an old-world apprenticeship in Florence, Italy, designer and jeweler Allison Hourcade Cimino fused her love of historical eras and geek culture to develop RockLove. Each piece of jewelry is handcrafted from start to finish in NYC using precious metals, gemstones, and eco-friendly organic materials."
Solar Eclipse Pallene Bracelet,"Timelessly sublime
			
		
		There are all sorts of trends in jewelry. There were the jelly bracelets, the big chains, and the puffy heart pendant back in the 80s. The chokers and toe rings of the 90s. The silicone bracelets and druzy of the 2000s. But natural phenomena have one advantage over all of these - they're pretty much guaranteed to be timelessly sublime.Pick up a Solar Eclipse Pallene Bracelet today as a remembrance of the 2017 eclipse. It's guaranteed not to go out of style, because, well, space doesn't go out of style. Nobody says, ""Kepler-186f is SO last week."" Enjoy your own personal solar eclipse for many years to come. For our customers with nickel allergies: Both the pendant and chain are nickel-free.Product SpecificationsSolar Eclipse Pallene BraceletTraditional chain bracelet with lobster clasp closure and 1"" extenderStainless steel Moonglow logo tagMaterials: Nickel-free silver-plated charm & chainDimensions: 10mm diameter silver-plated charm, 10mm solar corona imageFits wrists 6 1/2"" - 7 1/2"" Ships in a box suitable for gifting"
"""Naughty"" Zodiac Silver Pendant","Give us a sign
			
		
		Astronomical objects affect a lot of things, even aspects of our personality like our happiness. Don't believe us? Huge asteroid hurtling toward inevitable Earth impact? Pretty sure that's going to be a bad day. No matter what your sign. These ""Naughty"" Zodiac Silver Pendants come packaged in a cute little glass vial with a stopper. Inside the vial is a necklace (with your selected sign) and three less-desirable qualities associated with that astrological sign. Of course, your mileage may vary.  For our customers with nickel allergies: This item may contain nickel. Product Specifications ""Naughty"" Zodiac Silver PendantChoose Aquarius, Aries, Cancer, Capricorn, Gemini, Leo, Libra, Pisces, Sagittarius, Scorpio, Taurus, or Virgo Name of the sign hangs horizontally from a 16"" necklace with a 2"" extender (for a total length of 18"")Each ships in a glass vial with a cork stopper displaying 3 less-desirable traits of the signAquariusRebelliousAloof StubbornAriesImpatientDemandingImpulsiveCancerWorrisomeSensitiveRestlessCapricornStubbornMaterialisticDomineeringGeminiIndecisiveDeviousImpulsiveLeoPretentiousDramaticIntolerantLibraIndecisiveSensitiveUnreliablePiscesUnrealisticOversensitiveIndecisiveSagittariusFanaticStubbornExaggeratingScorpioPossessiveExtremeDoubtfulTaurusStubbornArgumentative PossessiveVirgo SkepticalPerfectionistCriticalEasy-hook clasp closureMaterials: Sterling Silver plating over recycled brassCare Instructions: Remove before exercise or showeringMade in the U.S.A.Dimensions: 1 1/4"" wide pendant, 16"" necklace with a 2"" extender (for a total length of 18""), 3"" tall x 1"" diameter glass vial"
Steamhammer Pendant,"The hammer for blowing off some steam
			
		
		Thor's Hammer actually was forged from steam. Well, okay, not so much steam as metal and Dwarf-power. But it's because of hot air (yeah, fine, no water = no steam) that the handle's so short. Or, rather, it's because Loki's kind of an asshole (it's his thing) and he turned into a fly so he could bite the dwarf manning the bellows providing oxygen to the fire in the forge which made blood run into said Dwarf's eye, and when he reached up to wipe it away, the handle got messed up because the fire cooled down. The moral of the story being if you interact with Loki, you should probably hang flypaper. But we digress. This huge Steamhammer Pendant is a statement piece. It's a great size for guys, but it also works for women who like chunky jewelry. Good for fans of Norse mythology, Thor, and steampunk - really, anybody who falls into any part of that Venn diagram, but especially folks smack dab in the middle. For our customers with nickel allergies: These are made of English pewter, which is a mixture of tin, antimony, and copper. It is free of both lead and nickel.Product Specifications Steamhammer Pendant22"" fixed curb chain with 1"" extender and lobster-clasp closureGreat for steampunk-loving guys and women who like chunky jewelryFront of pendant has non-working cogs and gaugesReverse has a relief of the cogs all in brass  - it's almost like two different pendantsMaterials: Two-tone fine English pewter with brass inlayDimensions: 1 1/2"" wide x 2 1/2"" tall x 1/3"" deepWeight: 1 1/4 oz."
Star Wars R2-D2 Sterling Stud Earrings,"Aren't You a Little Short for a Droid?
 That little droid and I have been through a lot together! - Luke Skywalker, Star Wars: A New Hope   R2-D2 is the selfless, single-minded Astromech droid who plays the straight man against C-3PO's emotional and complaint-filled one-liners. He saves the day on more than one occasion by saving our plucky band of adventurers from the trash compactor and fixing the hyperdrive. Now you can own your own R2 unit in earring form! Measuring a half inch tall, these sterling silver versions of the classic Astromech droid will be your devoted companions. With a detailed 3-dimensional front and a mostly-flat back, these earrings hold onto your lobes with butterfly (friction) pushbacks. They come packaged in a fancy hinged Star Wars box with flip lid. For our customers with nickel allergies: The posts are made from 316L grade surgical stainless steel. That means their five main components are iron, chromium, nickel (10-14%), molybdenum, and manganese. This is implant-grade steel.Product SpecificationsSterling Silver Star Wars R2-D2 Stud EarringsOfficially-licensed Star Wars merchandiseEarrings adorn your lobes in classic Astromech fashionPerfect for any droid-loving member of the RebellionEarring fronts are 3-dimensionalBacks lie flat against your ears, with R2's ""feet"" hanging lowerLeia hologram not includedIncludes butterfly (friction) pushbacksComes in a fancy hinged Star Wars boxMaterials: 925 sterling silver with stainless steel postsDimensions: 0.5"" (tall) x 0.3"" x .1"""
Timmy Charm Bead,"A Timmy for your bracelet.
 To see all our charm beads, click here.   Timmy likes looking at all the new shiny things we sell - especially charm beads. Sometimes he gets a little overeager, though, like the time we took him to see the machines that make some of our charm beads. He got so excited, he stuck his face into the works, and this Timmy Charm Bead was born.   Product Specifications  It's Timmy's face in a little charm for your European-style charm bracelets.  Made of solid sterling silver. Front has Timmy's features; back is convex and undecorated. Comes in a small, glossy black jewelry box, suitable for gifting. The boxes are lined with tarnish-resistant cotton to keep your jewelry shiny longer when not in use.  WARNING - SMALL PARTS - Not intended for children under 3 years of age. Dimensions:   Timmy measures 16mm ear to ear and 14mm crown to chin. Total length from top of holder 24mm. Charm holder measures 2mm along the bracelet. 4.75mm hole.     For our customers with nickel allergies, the Timmy Charm Bead has small amounts of nickel, low enough to meet the guidelines set forth in EU Nickel Directive 94/27/EC."
Rogue One: Death Trooper Glow-in-the-Dark Stud Earrings,"These really hit the mark
			
		
		Death Troopers: They're superior because whomever they're up against never sees them coming. But you'll see these two for sure. Even in the dark. Black armor with all the fancy enhancements don't mean nothing when you've got green glow-in-the-dark paint on your helmet. Oops.For our customers with nickel allergies: These are made from 316L grade surgical stainless steel. That means their five main components are iron, chromium, nickel (10-14%), molybdenum, and manganese. This is implant-grade steel.Product SpecificationsRogue One: Death Trooper Glow-in-the-Dark Stud EarringsOfficially-licensed Rogue One: A Star Wars Story merchandise Death Trooper helmets' green outlines glow in the dark18-gauge posts with butterfly-style, friction (push) backs and rubber stoppersMaterials: 316L stainless steelDimensions: 8mm tall x 6 mm wideAges 13+WARNING - SMALL PARTS - Not intended for children under 3 years of age."
HYDRA Charm Bead,"Tiny ""hail HYDRA""
To purchase a silver bracelet or leather bracelet/necklace with this bead, click here.To see all our charm beads, click here. There have been a LOT of superheroes who were part of the Avengers over the years, not to mention all the members in alternate teams like the New Avengers or West Coast Avengers. Who would you want on your version of the Avengers? Assemble your own Avengers team and have them no farther than the end of your arm with these Avengers Assemble charm beads.  Looking to buy the whole team? The Avengers Assemble Charm Bead Set is available with the Captain America, Black Widow, Iron Man, Hulk, Thor, and the S.H.I.E.L.D. logo charm beads at an exclusive discount. For our customers with nickel allergies: This bead is made from zinc alloy. It may contain nickel.Product Specifications  Avengers Assemble HYDRA Charm BeadOfficially-licensed Avengers Assemble merchandiseSingle-sided designFits all major brands of bracelet (inc. PANDORA, Chamilia, Biagi, Troll) Materials: Eco-friendly zinc alloy with enamelDimensions: 12mm diameter along the bracelet, 9mm thick, 4.6mm hole"
Star Wars BB-8 Ear Cuff and Crystal Stud Earrings Set,"(BB-8 EXCLAIMS SOFTLY)
			
		
		BB-8 is the best little astromech buddy that any Resistance pilot, ex-Stormtrooper, or lost Jedi scavenger could hope for. He's more loyal than a puppy, and more helpful than MacGyver's Swiss Army knife. Who wouldn't want to add the most adorable droid in the galaxy to their wardrobe? The Star Wars BB-8 Cuff and Crystal Stud Earrings Set includes an orange crystal stud (after BB-8's distinctive color) and an ear cuff that features a free-spinning stainless-steel BB-8 at the opposite end. It's almost like BB-8 is trying to stay close to us, and throwing out a cable! Aaaawwww......! For our customers with nickel allergies: This is made from 316L grade surgical stainless steel. That means the five main components are iron, chromium, nickel (10-14%), molybdenum, and manganese. This is implant-grade steel.Product SpecificationsStar Wars BB-8 Ear Cuff and Crystal Stud Earrings SetOfficially-licensed Star Wars merchandise Orange crystal studs + a cuff that has a free-spinning BB-8 at the opposite endPerfect for a night at Maz Kanata's tavern, or for just sitting at home playing DejarikButterfly-style, friction (push) backs Materials: Zinc alloy backs and stainless steelImported"
Sonic Stud Earrings - Exclusive,"Sonic Bling
			
		
		Rushing through your day, finishing off some routine errands, picking up a new pair of red running shoes and some gold rings (you're a bit of a collector), meeting up with your friend Miles to hear all about his latest flying lesson, and, of course, saving all the cute fuzzy animals that have been turned into evil robots by Doctor Robotnik - all in a day's work for you! Oh, and that whole ""doctor"" thing reminds you: eggs. You've got to pick up some eggs before you head home, too.These Sonic Stud Earrings are the perfect set for such a busy on-the-go speedster such as yourself. Made from surgical stainless steel in the shape of Sonic's head with his grimacing visage carved into each one, and they come with a little storage pouch to keep them in. A great way to celebrate 25 years of speeding through the world to save it.For our customers with nickel allergies: These are made from 316 grade surgical stainless steel. This item may have small amounts of nickel, but they're low enough to meet the guidelines set forth in EU Nickel Directive 94/27/EC.Product Specifications Sonic Stud Earrings Officially-licensed Sonic the Hedgehog merchandiseA ThinkGeek exclusiveSet of stainless steel stud earrings in the shape of Sonic's headMaterials: 316 grade surgical stainless steelDimensions: 0.65"" tall Weight: 0.3 oz.About Han Cholo Han Cholo (the DJ name given to creator Brandon Schoolhouse by The Beastie Boys) provides geek bling for such luminaries as Ewan McGregor, Gwen Stefani, and Snoop Dogg. And now you, too."
Star Wars BB-8 Steel Ear Jacket Earrings,"Our Favorite Fashion Counterpart
			
		
		Who wouldn't want the galaxy's most adorable droid as their counterpart for a night on the town? After all, BB-8 is a great lookout, goes super-fast across multiple terrains, and is a very good judge of character. He shocks suspected thieves, has fabulous restraint cables that keep him from getting knocked around, and (unlike previous astromech units) can go up and down steps with ease. That's why we're thrilled to offer you the Star Wars BB-8 Ear Jacket Earrings. They can be worn as studs or dangles to match your outfit or your mood. And if you ever refer to them as your ""little buddies,"" we won't tell anyone.For our customers with nickel allergies: This is made from 316L grade surgical stainless steel. That means the five main components are iron, chromium, nickel (10-14%), molybdenum, and manganese. This is implant-grade steel.Product SpecificationsStar Wars BB-8 Ear Jacket EarringsOfficially-licensed Star Wars merchandise BB-8 studs with his designation hanging from the backsButterfly-style, friction (push) backs Switch out the backs for a completely different look!Perfect for pilots, generals, or other Resistance members (this is what we look like)Materials: Stainless Steel studs & posts, with zinc alloy backs Imported Dimensions: Approximately 3/4"" tall, and 1"" wide at the widest pointAges 13+"
Tango Necklace,"Restore Your Health, Hero
			
		
		Some time out in nature can really have a rejuvenating effect, don't you think? Clear blue skies, crisp mountain air, and of course, beautiful jungle foliage. And don't those trees just look good enough to eat? Not that we're suggesting that you should do that. But, we guess, trees are vegetables... right? Maybe with a Tango, you can get a health boost from eating a lot of broccoli. Has anyone tried that?Silver-plated metal leaf charm with three green beads on a 22-inch chain. Chain also includes a small DOTA 2 symbol on the end. Previously exclusively available at The International DOTA 2 Championships 2015, you can add this charming Tango pendant to your inventory now.For our customers with nickel allergies: charm and chain are free of both lead and nickel. Product Specifications DOTA 2 Tango NecklaceOfficially-licensed DOTA 2 merchandiseSilver-plated metal leaf with green beadsOn 18"" chain with 4"" extender chain with DOTA 2 symbol charm at the endDoes not actually enable you to consume trees to regain health, sorryMaterials: Silver-plated base metalLead-free and nickel-freeDimensions: 1"" charm on 18"" chain with 4"" extenderWARNING - SMALL PARTS - Not intended for children under 3 years of age"
Stormtrooper Silhouette Corded Necklace,"For your favorite member of the 501st
			
		
		Stormtrooper armor has a special something about it. It's simple. Elegant. Anonymous. Now you can fall in with fellow members of the Stormtrooper Corps to provide the muscle behind the Empire's endless quest for galactic tyranny.This Stormtrooper Silhouette Corded Necklace probably isn't allowed as part of your Stormtrooper uniform, but as long as you have your chestplate on, who's to know? It'll be our little secret. For our customers with nickel allergies: The pendant, clasp, and extender are gold-plated brass.Product Specifications Stormtrooper Silhouette Corded NecklaceOfficially-licensed Star Wars merchandiseSilhouette of a Stormtrooper's helmet18"" cord with lobster clasp closure3"" extender with tiny Star Wars logo charmMaterials: Gold-plated brassDimensions: 20"" chain + 3"" extender (total length 23"")Weight: 0.3 oz."
Kylo Ren Lightsaber Earrings - Exclusive,"Make It Yours
			
		
		How many of us have built our own lightsabers? Now, ours might not cut have through our opponents. In fact, we generally had to provide the sound effects ourselves, but we've gotten pretty good at mimicking the low hum of a lightsaber while circling our enemy. And frequently ours were made out of wrapping paper tubes. But that's beside the point. The point is: we totally get where Kylo Ren is coming from. The ability to create your own lightsaber is pretty special.These earrings celebrate Kylo Ren's lightsaber in all its crazy cross-guard bladed glory. Wear them as a shoutout to makers here and in galaxies far, far away.For our customers with nickel allergies: these are made from 316L grade surgical stainless steel. That means their five main components are iron, chromium, nickel (10-14%), molybdenum, and manganese. This is implant-grade steel.Product Specifications Kylo Ren Lightsaber EarringsOfficially-licensed Star Wars: The Force Awakens merchandiseA ThinkGeek exclusive1 3/4"" tall lightsaber charmsShiny red blades with matte black hilt detailEarrings have french-hook style backs with rubber stoppersMaterials: 316L stainless steelDimensions: Dangles 2 1/4"" from piercingWeight: (They don't even register on our scale)Ages 13+"
"Star Wars Death Star Jewelry (Ring, Necklace, Earrings)","Pew pew cute
			
		
		Certain jewelry conveys a sense of power. You know what we mean, right? You put on a special beaded bracelet on when you're nervous, because it gives you something to fiddle with. You wear that awesome chunky piece you picked up off Etsy when you have a challenging presentation to make. You know what should give you even a bigger sense of power? Wearing a tiny version of a galactic superweapon. Pick up this Star Wars Death Star Jewelry when you need a DS-1 Orbital Battle Station on your side. Choose the necklace, stud earrings, or a ring. Or get all four! Each has a rhinestone in place of the superlaser (for your protection). For our customers with nickel allergies: these are made from 316L grade surgical stainless steel. That means their five main components are iron, chromium, nickel (10-14%), molybdenum, and manganese. This is implant-grade steel.Product Specifications  Star Wars Death Star JewelryOfficially-licensed Star Wars merchandiseChoose necklace, stud earrings, or ringRhinestone for the superlaserEarrings are half the sphere, hollowed out, with friction back postsMaterials: 316L surgical stainless steel Dimensions: Pendant and ring Death Star diameter is 12.5mm; earring Death Star diameter is 13.5mm; necklace is 20"" long"
Star Trek Delta Enamel Necklaces (Division Colors),"Which Division Will You Join?
			
		
		You've worked hard to make it through Starfleet Academy. You've faced your Kobayashi Maru. You've celebrated with your fellow graduates. And now it's time to buy yourself something nice. One of these necklaces, complete with 20-inch chain, will go equally well with your dress uniform or your everyday uniform. Whether you prefer to wear Science Blue, Engineering Red, or Command Yellow, these sterling silver and polished hard enamel necklaces will declare to the world your dedication to Starfleet and all that it stands for. For our customers with nickel allergies: This item is made from nickel-free sterling silver.Product Specifications Star Trek Delta Enamel Necklaces (Division Colors)Officially-licensed Star Trek merchandiseChoose blue, gold, or redStar Trek 50th Anniversary Collector's Edition with logo on the reverseGreat for your aspiring Starfleet cadet20 in. rounded box chainSpring ring claspMaterials: Sterling silver and enamelMade in the USADimensions: 1 1/4"" tallAbout RockLove Jewelry After an old-world apprenticeship in Florence, Italy, designer and jeweler Allison Hourcade fused her love of historical eras and geek culture to develop RockLove. Each piece of jewelry is handcrafted from start to finish in NYC using precious metals, gemstones, and eco-friendly organic materials."
Forest Fairy Gold Hair Comb,"Capture your tresses
 Out of this wood do not desire to go: Thou shalt remain here, whether thou wilt or no. I am a spirit of no common rate; The summer still doth tend upon my state - Titania, A Midsummer Night's Dream, Act III, Scene 1   Even the fairy queen can have a bad hair day. And when she does, she binds her unruly locks with this golden comb graced with foliage. It twists her hair in place like a climbing vine, not to let go until she gives the word.Wear your hair up with this fairy-inspired gold hair comb. Of the forest, it overflows with gold leaves of either ivy or perhaps maple - we could not decide, so we'll let you choose the one that suits you best. It's perfect with an updo for a special event or just to wear while traipsing through the woods at your next SCA event or Renaissance festival.Product SpecificationsForest Fairy Gold Hair CombDecorated with sculpted leaves1 1/2"" long tines on the comb (16 of them)Materials: Gold-plated brass Care Instructions: Avoid contact with water. Clean with a soft cloth.Made in BrazilDimensions: 4"" wide x 4"" tall Weight: 1.4 oz."
Star Wars Darth Vader Faux Leather Wrap Bracelet,"It's a wrap!
			
		
		Wrap yourself in the Force with this Darth Vader bracelet. Need a confidence boost half way through the day? Just look down at your wrist and be reminded that you've got the power! This Darth Vader bracelet wraps around your wrist as many times as you'd like, within the capabilities of the length of the cord of course. This wrap features three black rhinestones separating each ""The Force is strong with this one"" quote. This wrap includes a Darth Vader mask charm as well as an Imperial logo charm at the top of the bracelet. For our customers with nickel allergies: This item may contain nickel.Product Specifications Star Wars Wrap BraceletOfficially-licensed Star Wars merchandiseMaterials: Faux leather / zinc alloyFeatures three black rhinestones between wordsRepeats words ""The Force is strong with this one""Wraps around wrist multiple times (unless your wrist is 17"" wide, and then just once)Dimensions: Band is approx .25"" wide by 35"" longWARNING - SMALL PARTS - Not intended for children under 3 years of age."
Nixon General Leia Organa Crew Watch - ThinkGeek x Nixon Exclusive,"Come on. It won't hurt you.
			
		
		Leia has always been a role model for us. From the first time we met her, when she was being held a prisoner and sassed Governor Tarkin (she called him stinky!1!!!) right in front of her dad (not that she knew it at the time), to our reintroduction to her as General Organa in The Force Awakens, she's been a strong woman who knows what she wants and isn't afraid to go after it. It's about time. And so, it's only appropriate that she gets a watch.This epic timepiece is the Nixon Crew Watch, General Leia Organa edition. This analog ladies' watch has 3-hand movement with a seconds hand that's modeled after Leia's blaster firing a red beam. It features an engraving of Leia in her Endor commando uniform on the back, as well as the symbol on the side of her helmet on the front and repeated on the back. If you've always been a fan of speeder bike Leia, this is your watch. Product SpecificationsNixon General Leia Organa Crew WatchOfficially-licensed Star Wars merchandise A ThinkGeek exclusive from our friends at NixonBack engraved with a silhouette of Leia's head in her Endor commando uniform and her words, ""May the Force be with you"" as well as the symbol from the side of her helmet Analog ladies' watchFunctions: 3-hand movement with seconds handApplied dial ring with seconds track markings plus 12 o'clock and hour markings filled with luminescent colorsMovement: Japanese quartz 17GSeconds hand modeled after Leia's blaster firing a red beamLeia's Endor commando helmet symbol symbol at 6 o'clock Materials: Stainless steel case, hardened mineral crystal, stainless steel crown, stainless steel screw down caseback and spring pin lugs with tapered leather bandDimensions: 1.4"" face with 0.7""-0.6"" wide tapered leather bandWater Resistance: 100 meter / 10 ATMReturn policy and warranty"
New Moon Moonstock Bangle Bracelet,"New Moon, New You
			
		
		What we now call the New Moon - the moon phase where the it is not seen from Earth due to sharing the same ecliptical longitude with the Sun - used to be referred to as the Dark Moon. And there's also such a thing as a Black Moon: it's the New Moon equivalent of a Blue Moon; the second New Moon in a single month.  Enjoy this period of rebirth, the start of a new cycle, with a New Moon Moonstock Bangle Bracelet. A darkened blue image of the moon's face, set in silver, to represent the darkened moon that we cannot see from Earth. Like the moon itself, it captures the rays of the sun by day to illuminate the night's darkness... in other words, it glows in the dark! A magnificent moon charm by day or night, set in silver and hanging from an adjustable stainless steel bangle. For our customers with nickel allergies: Both the charm and bangle are nickel-free."
Star Wars Episode VII Stormtrooper 3D Ring,"The First Order of business
Seeing the loadout for the new First Order Stormtroopers has got us all excited. Riot gear? Some sort of telescoping baton thing that defends against flippin' lightsabers? Sign us up. Dear the 501st - y'all still have some openings, right?  Celebrate the new Stormtrooper with a solid steel ring. This ring is sure to get the attention of your friends. And if it doesn't, you can rap it on the side of their head. That'll get their attention. For our customers with nickel allergies: these are made from 316L grade surgical stainless steel. That means their five main components are iron, chromium, nickel (10-14%), molybdenum, and manganese. This is implant-grade steel.   Product Specifications   Star Wars Episode VII Stormtrooper 3D Ring Officially-licensed Star Wars: The Force Awakens merchandise Available in whole sizes 9-12 Comes in a box suitable for gifting Materials: 316L stainless steel Weight: 1/2 oz. Ages 12+"
Fairy Queen Gold Circlet Hair Jewelry,"Crown royal
 Enforst to seeke some covert nigh at hand, A shadie grove not far away they spide, That promist ayde the tempest to withstand: Whose loftie trees yclad with sommers pride Did spred so broad, that heavens light did hide - The Faerie Queene by Edmund Spenser   Let the shady grove protect your locks from storms with this Fairy Queen Gold Circlet Hair Jewelry to encircle your brow. Of the forest, it overflows with gold leaves of either ivy or perhaps maple - we could not decide, so we'll let you choose the one that suits you best. It's perfect to wear while traipsing through the woods at your next SCA event or Renaissance festival, but in a pinch you could wear it backwards as a laurel wreath for Latin club. Product SpecificationsFairy Queen Gold Circlet Hair Jewelry Decorated with sculpted leavesGold band has a gentle dip in the front1 1/2"" long tines on the comb (16 of them)Materials: Gold-plated brassCare Instructions: Avoid contact with water. Clean with a soft cloth.Made in BrazilDimensions: 7"" wide (adjustable) x 2 1/2"" tall Weight: 3 oz."
Star Wars Darth Vader's Lightsaber Faux Leather Bracelet,"Kyber Crystal Not Included
 Darth Vader had a deleted scene in Star Wars: Return of the Jedi that was only recently discovered in the Industrial Light and Magic vault of dreams:    Vader: I see you have constructed a new lightsaber. Well, son... your skills are almost complete. Since my old lightsaber is obviously not being used any more, we should join the upcycling movement and create some jewelry out of the metal body. After all, it would be a shame to waste industrial-design components, kyber crystals, and such unique custom styling, when we could make some fabulous accessories.   In honor of this historic find, we present to you this Star Wars bracelet. The stainless steel lightsaber is a tiny replica of Vader's elegant weapon, and the cord is both adjustable and stylish. It's the perfect synthesis of Sith style and upcycling culture.For our customers with nickel allergies: This is made from 316L grade surgical stainless steel. That means the five main components are iron, chromium, nickel (10-14%), molybdenum, and manganese. This is implant-grade steel.Product Specifications Star Wars Darth Vader's Lightsaber Leather BraceletOfficially-licensed Star Wars merchandise Melds Sith technology with an eco-conscious fashion sensePerfect for Sith masters or apprenticesAdjustable cordMaterials: Stainless steel lightsaber replica with adjustable leather cordImported Dimensions: Fits a wrist 6 1/2"" to 8 3/4""Ages 13+"
Han Solo in Carbonite Pendant - Shadow Series,"Fearless and inventive
			
		
		You wanna free Han Solo, you gotta be fearless and inventive. Maybe you don't have to go so far as to threaten an intergalactic crime boss with a thermal detonator, but it couldn't hurt.This pendant's for those who are fearless and inventive. From our friends at Han Cholo, it's not subtle. They don't do subtle. They do ""I'm here with a thermal detonator. Any questions?"" With a chunky 30"" box chain, this pendant features Han Solo frozen in carbonite stainless steel. For our customers with nickel allergies: these are made from stainless steel. Product Specifications Han Carbonite Pendant - Shadow Series Officially-licensed Star Wars merchandise On a 30"" box chainWith green CZ stone detail on both sidesComes in a box suitable for giftingMaterials: Stainless steelDimensions: 48mm tall x 22mm wide x 5mm thick at head + 30"" chainWeight: 2 oz.About Han Cholo Han Cholo (the DJ name given to creator Brandon Schoolhouse by The Beastie Boys) provides geek bling for such luminaries as Ewan McGregor, Gwen Stefani, and Snoop Dogg. And now you, too."
Full Moon Moonstock Bangle Bracelet,"Shine On, Harvest Moon
			
		
		Each full moon has a name, and that name differs based on the month, the season, the hemisphere you're viewing the full moon from, and even personal preferences. Here are a few of our favorite full moon names:Hunger MoonMilk MoonThunder MoonFrosty MoonLong Night MoonMead MoonDog MoonIce MoonWolf MoonCelebrate life under the light of your favorite full moon by wearing the Full Moon Moonstock Bangle. Like the moon itself, it captures the rays of the sun by day to illuminate the night's darkness... in other words, it glows in the dark! A magnificent moon charm by day or night, set in silver and hanging from an adjustable stainless steel bangle. For our customers with nickel allergies: Both the charm and bangle are nickel-free."
Sterling Drag and Drop Charm Bead,"Not a foot pedal
To purchase a silver bracelet or leather bracelet/necklace with this bead, click here. To see all our charm beads, click here. A lot of us have gone to wireless mice (mouses?), but there's something to be said for a mouse with a cord that never gives you a seizure because it's constantly blinking at you to tell you that its battery is low. But we just replaced it last week! This little two-button mouse hangs from its cable and even has the ball detail on the back.  For our customers with nickel allergies: The Drag and Drop Charm Bead is made from solid, nickel-free sterling silver.Product Specifications Drag and Drop Charm BeadFrom our friends at OhmMaterials: Solid sterling silverDimensions: 6.9mm along the bracelet, 4.75mm hole, 16.6mm tallWeight: 1 oz.WARNING - SMALL PARTS - Not intended for children under 3 years of age"
Pok&#xe9;mon Pikachu Gold Back Silhouette Pendant Necklace,"Stand Behind Your Pokémon
			
		
		Pikachu is a true friend. When the going gets rough, he's not going to bail on you. And that's because you wouldn't bail on Pikachu, either. Stand behind your Pokémon, and you will always have a friend when you're in need. And as a bonus, you'll get to look at some cute Pokémon backsides. What? We like Poké butts and we cannot lie!Pikachu shows off the backside that his Momma Pika gave him on this gold silhouette pendant. Actually, it's silver with a gold PVD coating. What's PVD, you ask? It stands for Physical Vapor Deposition, which is a cool solid/liquid-to-gas-to-solid-again coating technique that is more durable against corrosion than gold plating. Pikachu used PVD - it's super effective against everyday wear-and-tear! And a super cute behind. For our customers with nickel allergies: Yellow gold typically does not contain nickel."
