Date,Product Name,Category,Subcategory,Price,Sale,Savings,Fandom,Character,Stock
11/18/2018,Sterling Silver Bracelet for Charms,Accessories,Jewelry,20.99,TRUE,40,General,b'General',In Stock
11/18/2018,His Monster / Her Monster ID Bracelet,Accessories,Jewelry,14.99,TRUE,40,undefined,b'undefined',In Stock
11/18/2018,Star Wars Ear Cuff - Set of 3,Accessories,Jewelry,8.99,TRUE,40,Star Wars,b'undefined',In Stock
11/18/2018,Star Wars Galactic Empire Choker,Accessories,Jewelry,8.99,TRUE,40,Star Wars,b'Empire',In Stock
11/18/2018,Black Panther Logo Watch,Accessories,Jewelry,23.99,TRUE,40,Marvel,b'Black Panther',In Stock
11/18/2018,Star Wars Darth Vader Dangling Lightsaber Earrings,Accessories,Jewelry,14.99,TRUE,40,Star Wars,b'Darth Vader',In Stock
11/18/2018,Harry Potter Lumos Gryffindor Charm Bracelet,Accessories,Jewelry,47.99,TRUE,40,Harry Potter,b'Gryffindor',In Stock
11/18/2018,Nightmare Before Christmas Jack Watch,Accessories,Jewelry,23.99,TRUE,40,Disney,b'Nightmare Before Christmas',In Stock
11/18/2018,Necronomicon Necklace,Accessories,Jewelry,59.99,TRUE,40,Lovecraft,b'undefined',In Stock
11/18/2018,Star Wars R2-D2 Charm Bead,Accessories,Jewelry,8.99,TRUE,40,Star Wars,"b'R2-D2"",""R2D2'",In Stock
11/18/2018,Krishina Crystal Floral Ring,Accessories,Jewelry,83.99,TRUE,40,undefined,b'undefined',In Stock
11/18/2018,Voltron Blazing Sword Pendant - Shadow Series,Accessories,Jewelry,23.99,TRUE,40,undefined,b'undefined',In Stock
11/18/2018,D&D Mind Flayer Ring,Accessories,Jewelry,23.99,TRUE,40,Dungeons & Dragons,b'Mind Flayer',In Stock
11/18/2018,Star Wars Imperial Chandelier Earrings,Accessories,Jewelry,11.99,TRUE,40,Star Wars,b'Empire',In Stock
11/18/2018,Player 1 Player 2 Pendant Necklace Set,Accessories,Jewelry,32.99,TRUE,40,Video Games,b'undefined',In Stock
11/18/2018,Destiny Iron Banner Medallion,Accessories,Jewelry,14.99,TRUE,40,Destiny,b'undefined',In Stock
11/18/2018,Marvel Deadpool Cowabunga Pendant,Accessories,Jewelry,8.99,TRUE,40,Marvel,b'Deadpool',In Stock
11/18/2018,"Bob's Burgers ""The Final Kraut Down"" Burger Watch",Accessories,Jewelry,10.79,TRUE,40,General,b'undefined',In Stock
11/18/2018,Stitches Ring,Accessories,Jewelry,29.99,TRUE,40,Horror,b'undefined',In Stock
11/18/2018,Geistalon Pendant Necklace,Accessories,Jewelry,35.99,TRUE,40,undefined,b'undefined',In Stock
11/18/2018,Wall-E Robot Watch,Accessories,Jewelry,23.99,TRUE,40,Disney,b'undefined',In Stock
11/18/2018,Ikarus Ear Wrap,Accessories,Jewelry,23.99,TRUE,40,undefined,b'undefined',In Stock
11/18/2018,Lion King Hakuna Matata Watch,Accessories,Jewelry,23.99,TRUE,40,Disney,b'Lion King',In Stock
11/18/2018,Rick and Morty Portal Watch,Accessories,Jewelry,23.99,TRUE,40,Rick and Morty,b'undefined',In Stock
11/18/2018,GotG Groot Charm Bracelet,Accessories,Jewelry,17.99,TRUE,40,Marvel,b'Groot',In Stock
11/18/2018,Black Panther Claw Pendant Necklace,Accessories,Jewelry,17.99,TRUE,40,Marvel,b'Black Panther',In Stock
11/18/2018,Destiny Warlock Necklace,Accessories,Jewelry,11.99,TRUE,40,Destiny,b'Warlock',In Stock
11/18/2018,Kingdom Hearts Roxas Cosplay Necklace,Accessories,Jewelry,5.99,TRUE,40,Video Games,b'Other',In Stock
11/18/2018,Pok&#xe9;mon Pok&#xe9; Ball Watch,Accessories,Jewelry,29.99,TRUE,25,Pokemon,b'Pok\xc3\x83\xc2\x83\xc3\x82\xc2\xa9 Ball',In Stock
11/18/2018,Pok&#xe9;mon Pok&#xe9; Ball & Crystal Ladies' Ring,Accessories,Jewelry,11.24,TRUE,25,Pokemon,b'Pok\xc3\x83\xc2\x83\xc3\x82\xc2\xa9 Ball',In Stock
11/18/2018,Voltron Red Lion Ring,Accessories,Jewelry,38.99,TRUE,40,Anime/Manga,b'undefined',In Stock
11/18/2018,Sterling Pok&#xe9;mon Pikachu Dangle Charm Bead,Accessories,Jewelry,14.99,TRUE,25,Pokemon,b'Pikachu',In Stock
11/18/2018,Star Wars R2-D2 Ear Cuff and Crystal Stud Earrings Set,Accessories,Jewelry,11.99,TRUE,40,Star Wars,b'R2-D2',In Stock
11/18/2018,Star Wars Rebel Symbol Faux Leather Choker,Accessories,Jewelry,11.99,TRUE,40,Star Wars,b'Rebel Alliance',In Stock
11/18/2018,Star Wars Luke Skywalker Lightsaber Ear Jacket Earrings,Accessories,Jewelry,11.99,TRUE,40,Star Wars,b'Luke Skywalker',In Stock
11/18/2018,8-Bit Hearts Watch,Accessories,Jewelry,20.99,TRUE,40,Video Games,b'undefined',In Stock
11/18/2018,Star Trek Vintage Style Brooch Set,Accessories,Jewelry,20.99,TRUE,40,Star Trek,b'undefined',In Stock
11/18/2018,Pizza Charm Necklace,Accessories,Jewelry,20.99,TRUE,40,undefined,b'undefined',In Stock
11/18/2018,Kingdom Hearts Heartless Cuff Bracelet,Accessories,Jewelry,8.99,TRUE,40,Video Games,b'Other',In Stock
11/18/2018,Star Wars Imperial Logo Ear Climber Earrings,Accessories,Jewelry,11.99,TRUE,40,Star Wars,b'Empire',In Stock
11/18/2018,Star Wars Ep 7 Rey Leather Cuff Bracelet,Accessories,Jewelry,26.99,TRUE,40,Star Wars,b'Rey',In Stock
11/18/2018,Destiny Titan Necklace,Accessories,Jewelry,11.99,TRUE,40,Destiny,b'Titan',In Stock
11/18/2018,"""Nice"" Zodiac Gold Pendant",Accessories,Jewelry,20.99,TRUE,40,undefined,b'undefined',In Stock
11/18/2018,Daughters of Darkness Ear Wrap,Accessories,Jewelry,20.99,TRUE,40,undefined,b'undefined',In Stock
11/18/2018,Pizza Charm Stud Earrings,Accessories,Jewelry,20.99,TRUE,40,undefined,b'undefined',In Stock
11/18/2018,Masters of the Universe Power Sword Stud Earrings,Accessories,Jewelry,14.99,TRUE,40,Cult Classics,b'undefined',In Stock
11/18/2018,D&D Mind Flayer Pendant Necklace,Accessories,Jewelry,32.99,TRUE,40,Dungeons & Dragons,b'Mind Flayer',In Stock
11/18/2018,Star Wars TIE Fighter Window Ring,Accessories,Jewelry,23.99,TRUE,40,Star Wars,b'TIE Fighter',In Stock
11/18/2018,Star Wars BB-8 Gold Pendant Necklace - Exclusive ,Accessories,Jewelry,44.99,TRUE,40,Star Wars,b'BB-8',In Stock
11/18/2018,New Moon Charmed Simplicity Necklace,Accessories,Jewelry,44.99,TRUE,40,Space,b'undefined',In Stock
11/18/2018,Solar Eclipse Moonstock Bangle Bracelet,Accessories,Jewelry,44.99,TRUE,40,Space,b'undefined',In Stock
11/18/2018,8-Bit Watch,Accessories,Jewelry,17.99,TRUE,40,Video Games,b'undefined',In Stock
11/18/2018,Star Wars I Love You / I Know  Faux Leather Bracelet,Accessories,Jewelry,17.99,TRUE,40,Star Wars,b'undefined',In Stock
11/18/2018,Star Wars BB-8 Bead Bracelet,Accessories,Jewelry,20.99,TRUE,40,Star Wars,b'BB-8',In Stock
11/18/2018,Sterling Pok&#xe9;mon Pok&#xe9; Ball Charm Bead,Accessories,Jewelry,22.49,TRUE,25,Pokemon,b'Pok\xc3\x83\xc2\x83\xc3\x82\xc2\xa9 Ball',In Stock
11/18/2018,Pok&#xe9;mon Pikachu Silver Crystal Silhouette Pendant Necklace,Accessories,Jewelry,18.74,TRUE,25,Pokemon,b'Pikachu',In Stock
11/18/2018,Firefly Evil Laugh Dino Necklace,Accessories,Jewelry,77.99,TRUE,40,Firefly,b'undefined',In Stock
11/18/2018,Star Trek Delta Enamel Stud Earrings (Division Colors),Accessories,Jewelry,77.99,TRUE,40,Star Trek,b'undefined',In Stock
11/18/2018,S.H.I.E.L.D. vs. Hydra Allegiance Pendant,Accessories,Jewelry,8.99,TRUE,40,Marvel,b'undefined',In Stock
11/18/2018,Rogue One: Death Trooper Charm Bead (Black),Accessories,Jewelry,14.99,TRUE,40,Star Wars,b'Stormtrooper',In Stock
11/18/2018,Suicide Squad Daddy's Little Monster Necklace,Accessories,Jewelry,14.99,TRUE,40,DC,b'Harley Quinn',In Stock
11/18/2018,D&D Demogorgon Pendant Necklace,Accessories,Jewelry,23.99,TRUE,40,Dungeons & Dragons,b'undefined',In Stock
11/18/2018,Star Wars Death Star Stacked Pendants Necklace,Accessories,Jewelry,23.99,TRUE,40,Star Wars,b'Death Star',In Stock
11/18/2018,Star Wars Vader Saber Bracelet & Ring - Exclusive,Accessories,Jewelry,0,TRUE,40,Star Wars,b'Darth Vader',In Stock
11/18/2018,9 Lives Stealer Sword Cuff,Accessories,Jewelry,32.99,TRUE,40,Dungeons & Dragons,b'undefined',In Stock
11/18/2018,Pok&#xe9;mon Mewtwo Enamel Pendant Necklace,Accessories,Jewelry,7.49,TRUE,25,Pokemon,b'Mewtwo',In Stock
11/18/2018,Rogue One: K-2SO Charm Bead,Accessories,Jewelry,14.99,TRUE,40,Star Wars,b'Droids',In Stock
11/18/2018,Star Wars Character Heads Charm Bracelet,Accessories,Jewelry,20.99,TRUE,40,Star Wars,b'Rebel Alliance',In Stock
11/18/2018,Harley Quinn Checkered Print Watch ,Accessories,Jewelry,20.99,TRUE,40,DC,b'Harley Quinn',In Stock
11/18/2018,Wolf Bullet Earring & Stud - Exclusive,Accessories,Jewelry,0,TRUE,40,undefined,b'undefined',In Stock
11/18/2018,Minecraft Enderman Earrings,Accessories,Jewelry,8.99,TRUE,40,Minecraft,b'Enderman',In Stock
11/18/2018,Rick and Morty Squanchy's Rick's BFF Bracelet,Accessories,Jewelry,8.99,TRUE,40,Rick and Morty,b'Rick Sanchez',In Stock
11/18/2018,Player 1 Player 2 Stud Earrings,Accessories,Jewelry,14.99,TRUE,40,Video Games,b'undefined',In Stock
11/18/2018,#geekfamous Necklace,Accessories,Jewelry,2.94,TRUE,80,undefined,b'undefined',In Stock
11/18/2018,Pok&#xe9;mon Team Rocket 3-Pack Earrings Set,Accessories,Jewelry,14.99,TRUE,25,Pokemon,b'Team Rocket',In Stock
11/18/2018,Pok&#xe9; Ball Interchangeable Ring,Accessories,Jewelry,11.24,TRUE,25,Pokemon,b'Pok\xc3\x83\xc2\x83\xc3\x82\xc2\xa9 Ball',In Stock
11/18/2018,Star Wars BB-8 Droid 3D Ring - Exclusive,Accessories,Jewelry,23.99,TRUE,40,Star Wars,b'BB-8',In Stock
11/18/2018,Sleepy Squid Sterling Silver Charm Bead - Exclusive,Accessories,Jewelry,23.99,TRUE,40,undefined,b'undefined',In Stock
11/18/2018,Sonic Stud Earrings - Exclusive,Accessories,Jewelry,11.99,TRUE,40,Video Games,b'undefined',In Stock
11/18/2018,GotG Awesome Mix Vol. 2 Cassette Choker Necklace,Accessories,Jewelry,11.99,TRUE,40,Marvel,b'Star-Lord',In Stock
11/18/2018,Solar Eclipse Pallene Bracelet,Accessories,Jewelry,41.99,TRUE,40,Space,b'undefined',In Stock
11/18/2018,"""Naughty"" Zodiac Silver Pendant",Accessories,Jewelry,20.99,TRUE,40,undefined,b'undefined',In Stock
11/18/2018,Steamhammer Pendant,Accessories,Jewelry,38.99,TRUE,40,undefined,b'undefined',In Stock
11/18/2018,Masters of the Universe Tri-Klops Ring,Accessories,Jewelry,35.99,TRUE,40,Cult Classics,b'undefined',In Stock
11/18/2018,Rogue One: Death Trooper 3D Stud Earrings,Accessories,Jewelry,8.99,TRUE,40,Star Wars,b'Stormtrooper',In Stock
11/18/2018,Rogue One: Death Trooper Glow-in-the-Dark Stud Earrings,Accessories,Jewelry,8.99,TRUE,40,Star Wars,b'Stormtrooper',In Stock
11/18/2018,Star Wars R2-D2 Ear Jacket Earrings,Accessories,Jewelry,14.99,TRUE,40,Star Wars,b'R2-D2',In Stock
11/18/2018,Timmy Charm Bead,Accessories,Jewelry,9.99,TRUE,50,General,b'undefined',In Stock
11/18/2018,Star Wars Darth Vader Faux Leather Wrap Bracelet,Accessories,Jewelry,20.99,TRUE,40,Star Wars,b'Darth Vader',In Stock
11/18/2018,Star Wars Darth Vader's Lightsaber Faux Leather Bracelet,Accessories,Jewelry,20.99,TRUE,40,Star Wars,b'Darth Vader',In Stock
11/18/2018,Star Wars BB-8 Steel Ear Jacket Earrings,Accessories,Jewelry,14.99,TRUE,40,Star Wars,b'BB-8',In Stock
11/18/2018,Tango Necklace,Accessories,Jewelry,14.99,TRUE,40,DOTA,b'DOTA 2',In Stock
11/18/2018,HYDRA Charm Bead,Accessories,Jewelry,4.79,TRUE,40,Marvel,b'Hydra',In Stock
11/18/2018,Star Wars BB-8 Ear Cuff and Crystal Stud Earrings Set,Accessories,Jewelry,11.99,TRUE,40,Star Wars,b'BB-8',In Stock
11/18/2018,Stormtrooper Silhouette Corded Necklace,Accessories,Jewelry,8.99,TRUE,40,Star Wars,b'Stormtrooper',In Stock
11/18/2018,Star Wars Darth Vader Watch,Accessories,Jewelry,23.99,TRUE,40,Star Wars,b'Darth Vader',In Stock
11/18/2018,Kylo Ren Lightsaber Earrings - Exclusive,Accessories,Jewelry,32.99,TRUE,40,Star Wars,b'Kylo Ren',In Stock
11/18/2018,"Star Wars Death Star Jewelry (Ring, Necklace, Earrings)",Accessories,Jewelry,23.99,TRUE,40,Star Wars,b'Death Star',In Stock
11/18/2018,Star Trek Delta Enamel Necklaces (Division Colors),Accessories,Jewelry,77.99,TRUE,40,Star Trek,b'undefined',In Stock
11/18/2018,Forest Fairy Gold Hair Comb,Accessories,Jewelry,89.99,TRUE,40,undefined,b'undefined',In Stock
11/18/2018,Krishina Crystal Floral Choker,Accessories,Jewelry,149.99,TRUE,40,undefined,b'undefined',In Stock
11/18/2018,Nixon General Leia Organa Crew Watch - ThinkGeek x Nixon Exclusive,Accessories,Jewelry,119.99,TRUE,40,Star Wars,b'Leia',In Stock
11/18/2018,New Moon Moonstock Bangle Bracelet,Accessories,Jewelry,44.99,TRUE,40,Space,b'undefined',In Stock
11/18/2018,Star Wars R2-D2 Sterling Stud Earrings,Accessories,Jewelry,35.99,TRUE,40,Star Wars,b'R2-D2',In Stock
11/18/2018,Star Wars Episode VII Stormtrooper 3D Ring,Accessories,Jewelry,20.99,TRUE,40,Star Wars,b'Stormtrooper',In Stock
11/18/2018,Fairy Queen Gold Circlet Hair Jewelry,Accessories,Jewelry,239.99,TRUE,40,undefined,b'undefined',In Stock
11/18/2018,Han Solo in Carbonite Pendant - Shadow Series,Accessories,Jewelry,47.99,TRUE,40,Star Wars,b'Han Solo',In Stock
11/18/2018,Full Moon Moonstock Bangle Bracelet,Accessories,Jewelry,44.99,TRUE,40,Space,b'undefined',In Stock
11/18/2018,Sterling Drag and Drop Charm Bead,Accessories,Jewelry,20.99,TRUE,40,undefined,b'undefined',In Stock
11/18/2018,Pok&#xe9;mon Pikachu Gold Back Silhouette Pendant Necklace,Accessories,Jewelry,14.99,TRUE,25,Pokemon,b'Pikachu',Out of Stock
11/18/2018,D&D Dragon Claw Stud Earrings,Accessories,Jewelry,20.99,TRUE,40,Dungeons & Dragons,b'undefined',Out of Stock
11/18/2018,Kingdom Hearts Sora Cosplay Necklace,Accessories,Jewelry,5.99,TRUE,40,Video Games,b'undefined',Out of Stock
11/18/2018,Star Trek Friendship Necklace,Accessories,Jewelry,5.99,TRUE,40,Star Trek,b'Spock',Out of Stock
11/18/2018,Star Wars Leia Stacked Pendants Necklace,Accessories,Jewelry,14.99,TRUE,40,Star Wars,b'Leia',Out of Stock
11/18/2018,D&D Twin Dragon Ring,Accessories,Jewelry,23.99,TRUE,40,Dungeons & Dragons,b'undefined',Out of Stock
11/18/2018,D&D Dragon Claw Drop Earrings,Accessories,Jewelry,20.99,TRUE,40,Dungeons & Dragons,b'undefined',Out of Stock
11/18/2018,Voltron Ring - Shadow Series ,Accessories,Jewelry,79.99,FALSE,,undefined,b'undefined',Out of Stock
11/18/2018,Kingdom Hearts Keyblade Master Cuff Bracelet,Accessories,Jewelry,14.99,FALSE,,Video Games,b'Other',Out of Stock
11/18/2018,Guardians of the Galaxy Dancing Baby Groot Pendant Necklace,Accessories,Jewelry,24.99,FALSE,,Marvel,b'Groot',Out of Stock
11/18/2018,GotG Sterling Climbing Groot Earrings,Accessories,Jewelry,69.99,FALSE,,Marvel,b'Groot',Out of Stock
11/18/2018,Deadpool Product Placement Pack,Accessories,Jewelry,114.99,FALSE,,undefined,b'undefined',Out of Stock
11/18/2018,Harry Potter Lumos Hufflepuff Charm Bracelet,Accessories,Jewelry,39.99,FALSE,,Harry Potter,b'Hufflepuff',Out of Stock
11/18/2018,Marvel Infinity Gauntlet Stud Earrings,Accessories,Jewelry,14.99,FALSE,,Marvel,b'undefined',Out of Stock
11/18/2018,Museum of Gudetama Print  Pouch,Accessories,Pouches & Coin Purses,5.99,TRUE,40,Anime/Manga,b'undefined',In Stock
11/18/2018,Star Wars Admiral Ackbar Coin Bag,Accessories,Pouches & Coin Purses,11.99,TRUE,40,Star Wars,b'Admiral Ackbar',In Stock
11/18/2018,Lilo and Stitch Coin Bag,Accessories,Pouches & Coin Purses,14.99,TRUE,40,Disney,b'Stitch',In Stock
11/18/2018,#geekfamous Clutch Pouch,Accessories,Pouches & Coin Purses,5.94,TRUE,60,undefined,b'undefined',In Stock
11/18/2018,Pusheen Glitter Graphic Cosmetic Bag,Accessories,Pouches & Coin Purses,10.79,TRUE,40,Pusheen,b'undefined',In Stock
11/18/2018,Sanrio: Aggressive Retsuko Calm/Rage Coin Purse,Accessories,Pouches & Coin Purses,14.99,TRUE,40,undefined,b'undefined',In Stock
11/18/2018,Star Wars R2-D2 Mini Backpack Keychain,Accessories,Pouches & Coin Purses,14.99,TRUE,40,Star Wars,b'R2-D2',In Stock
11/18/2018,Yuri!!! on ICE Pouch,Accessories,Pouches & Coin Purses,23.99,TRUE,40,Anime/Manga,b'undefined',In Stock
11/18/2018,My Melody Striped Pen Pouch ,Accessories,Pouches & Coin Purses,14.99,TRUE,40,undefined,b'undefined',In Stock
11/18/2018,Little Twin Stars Striped Pen Pouch,Accessories,Pouches & Coin Purses,14.99,TRUE,40,undefined,b'undefined',In Stock
11/18/2018,Lilo and Stitch Scrump Coin Bag,Accessories,Pouches & Coin Purses,14.99,TRUE,40,Disney,b'Stitch',In Stock
11/18/2018,The Byte Phone Wristlet by Pixelle,Accessories,Pouches & Coin Purses,20.99,TRUE,40,undefined,b'undefined',In Stock
11/18/2018,Star Wars BB-8 Mini Backpack Keychain,Accessories,Pouches & Coin Purses,14.99,TRUE,40,Star Wars,b'BB-8',In Stock
11/18/2018,Gummy Vandal Clutch,Accessories,Pouches & Coin Purses,20.99,TRUE,40,undefined,b'undefined',In Stock
11/18/2018,Rugrats Reptar Bar Pouch,Accessories,Pouches & Coin Purses,38.99,TRUE,40,Nickelodeon,b'Reptar',In Stock
11/18/2018,Star Wars: The Last Jedi BB-9E Coin Bag,Accessories,Pouches & Coin Purses,14.99,TRUE,40,Star Wars,b'Droids',In Stock
11/18/2018,Gudetama Vegan Leather Tote with Coin Bag,Accessories,Pouches & Coin Purses,32.99,TRUE,40,Anime/Manga,b'undefined',In Stock
11/18/2018,Betsey Johnson Kitsch Kiss Me Till Ice Cream Wristlet,Accessories,Pouches & Coin Purses,83.99,TRUE,40,undefined,b'undefined',In Stock
11/18/2018,Crit Success D20 Belt and Wallet Gift Set,Accessories,Other Accessories,34.99,FALSE,,Gaming,b'undefined',In Stock
11/18/2018,Periodic Table Belt and Wallet Gift Set,Accessories,Other Accessories,34.99,FALSE,,STEM,b'undefined',In Stock
11/18/2018,Chameleon Eraser and Pencil 4pc Set,Accessories,Other Accessories,8.99,FALSE,,undefined,b'undefined',In Stock
11/18/2018,Crescent Meown Bag Charm,Accessories,Other Accessories,8.99,TRUE,40,Cats,b'undefined',In Stock
11/18/2018,#geekfamous Clutch Pouch,Accessories,Other Accessories,5.94,TRUE,60,undefined,b'undefined',In Stock
11/18/2018,Minecraft Creeper Gloves,Accessories,Other Accessories,17.99,FALSE,,Minecraft,b'Creeper',In Stock
11/18/2018,Sloth Eraser and Pencil 4pc Set,Accessories,Other Accessories,9.99,FALSE,,undefined,b'undefined',In Stock
11/18/2018,Yuri!!! on ICE Pouch,Accessories,Other Accessories,23.99,TRUE,40,Anime/Manga,b'undefined',In Stock
11/18/2018,Once Upon a Time Evil Queen Mirror Pin,Accessories,Other Accessories,32.99,TRUE,40,Once Upon a Time,b'undefined',In Stock
11/18/2018,Fantastic Beasts Percival Tie and Pin Set - Exclusive,Accessories,Other Accessories,34.99,FALSE,,Harry Potter,b'Fantastic Beasts',In Stock
11/18/2018,Little Twin Stars Striped Pen Pouch,Accessories,Other Accessories,14.99,TRUE,40,undefined,b'undefined',In Stock
11/18/2018,My Melody Striped Pen Pouch ,Accessories,Other Accessories,14.99,TRUE,40,undefined,b'undefined',In Stock
11/18/2018,Yuri!!! on ICE Folding Mirror,Accessories,Other Accessories,19.99,FALSE,,Anime/Manga,b'undefined',In Stock
11/18/2018,Atomic Belt and Wallet Gift Set,Accessories,Other Accessories,34.99,FALSE,,STEM,b'undefined',In Stock
11/18/2018,Betsey Johnson Kitsch Kiss Me Till Ice Cream Wristlet,Accessories,Other Accessories,83.99,TRUE,40,undefined,b'undefined',In Stock
11/18/2018,Disney Jasmine Debossed Faux Leather Satchel Bag,Accessories,Purses & Handbags,47.99,TRUE,40,Disney,b'undefined',In Stock
11/18/2018,Convertible Wallet-Purse of Holding,Accessories,Purses & Handbags,39.99,FALSE,,undefined,b'undefined',In Stock
11/18/2018,Origami Handbag of Holding,Accessories,Purses & Handbags,24.99,TRUE,44,undefined,b'undefined',In Stock
11/18/2018,Doctor Who TARDIS Messenger Bag,Accessories,Purses & Handbags,41.99,TRUE,40,Doctor Who,b'TARDIS',In Stock
11/18/2018,Captain Marvel Crossbody Purse,Accessories,Purses & Handbags,41.99,TRUE,40,Marvel,b'Ms Marvel',In Stock
11/18/2018,Convertible Tote of Holding,Accessories,Purses & Handbags,19.99,TRUE,43,undefined,b'undefined',In Stock
11/18/2018,Disney Mulan Debossed Faux Leather Satchel Bag,Accessories,Purses & Handbags,47.99,TRUE,40,Disney,b'undefined',In Stock
11/18/2018,Pok&#xe9;mon Togepi Faux Leather Crossbody Purse,Accessories,Purses & Handbags,38.99,TRUE,40,Pokemon,b'Togepi',In Stock
11/18/2018,Beauty and the Beast Book Clutch,Accessories,Purses & Handbags,59.99,TRUE,40,Disney,b'Beauty and the Beast',In Stock
11/18/2018,Museum of Gudetama Mini Leather Backpack,Accessories,Purses & Handbags,41.99,TRUE,40,Anime/Manga,b'undefined',In Stock
11/18/2018,Pok&#xe9;mon Starter Faux Leather Convertible Purse,Accessories,Purses & Handbags,47.99,TRUE,40,Pokemon,b'undefined',In Stock
11/18/2018,Pok&#xe9; Ball Heart Crossbody Bag,Accessories,Purses & Handbags,26.99,TRUE,40,Pokemon,b'Pok\xc3\x83\xc2\x83\xc3\x82\xc2\xa9 Ball',In Stock
11/18/2018,Harry Potter Uniform Clutch with Shoulder Chain,Accessories,Purses & Handbags,69.99,FALSE,,Harry Potter,"b'Slytherin"",""Ravenclaw"",""Hufflepuff"",""Gryffindor'",In Stock
11/18/2018,Doctor Who Weeping Angel Purse,Accessories,Purses & Handbags,41.99,TRUE,40,Doctor Who,b'Weeping Angel',In Stock
11/18/2018,Black Widow Tote Bag ,Accessories,Purses & Handbags,41.99,TRUE,40,Marvel,b'Black Widow',In Stock
11/18/2018,GotG Groot Crossbody Bag,Accessories,Purses & Handbags,35.99,TRUE,40,Marvel,b'Groot',In Stock
11/18/2018,Pok&#xe9;mon Pikachu Faux Leather Mini Backpack,Accessories,Purses & Handbags,47.99,TRUE,40,Pokemon,b'Pikachu',In Stock
11/18/2018,Pok&#xe9;mon Bulbasaur Faux Leather Crossbody Purse,Accessories,Purses & Handbags,38.99,TRUE,40,Pokemon,b'Bulbasaur',In Stock
11/18/2018,Game of Thrones Targaryen Bowler Bag,Accessories,Purses & Handbags,38.99,TRUE,40,Game of Thrones,b'Targaryen',In Stock
11/18/2018,Star Wars R2-D2 Faux Leather Convertible Purse,Accessories,Purses & Handbags,47.99,TRUE,40,Star Wars,b'R2-D2',In Stock
11/18/2018,Hello Kitty Mini Backpack,Accessories,Purses & Handbags,41.99,TRUE,40,Anime/Manga,b'undefined',In Stock
11/18/2018,Star Wars Princess Leia Rebel Tattoo Tote Bag,Accessories,Purses & Handbags,41.99,TRUE,40,Star Wars,b'Leia',In Stock
11/18/2018,Marvel Black Panther Handbag,Accessories,Purses & Handbags,47.99,TRUE,40,Marvel,b'Black Panther',In Stock
11/18/2018,Marvel Scarlet Witch Vegan Leather Convertible Purse,Accessories,Purses & Handbags,44.99,TRUE,40,Marvel,b'Scarlet Witch',In Stock
11/18/2018,Marvel Valkyrie Mini Backpack,Accessories,Purses & Handbags,41.99,TRUE,40,Marvel,b'undefined',In Stock
11/18/2018,The Sprite Bag by Pixelle,Accessories,Purses & Handbags,29.99,TRUE,40,Video Games,b'undefined',In Stock
11/18/2018,Gudetama Puffy Vegan Leather Crossbody Bag,Accessories,Purses & Handbags,32.99,TRUE,40,Anime/Manga,b'undefined',In Stock
11/18/2018,Pok&#xe9;mon Pikachu Crossbody Bag,Accessories,Purses & Handbags,41.99,TRUE,40,Pokemon,b'Pikachu',In Stock
11/18/2018,Star Wars Rebel Canvas Crossbody Bag,Accessories,Purses & Handbags,41.99,TRUE,40,Star Wars,b'Rebel Alliance',In Stock
11/18/2018,Pok&#xe9;mon Squirtle Faux Leather Crossbody Purse,Accessories,Purses & Handbags,32.99,TRUE,40,Pokemon,b'Squirtle',In Stock
11/18/2018,Snow White One Bite Crossbody Purse,Accessories,Purses & Handbags,53.99,TRUE,40,Disney,b'Snow White',In Stock
11/18/2018,Star Wars R2-D2 with C-3PO Charm Debossed Faux Leather Tote Bag,Accessories,Purses & Handbags,41.99,TRUE,40,Star Wars,b'Droids',In Stock
11/18/2018,Star Wars Boba Fett Crossbody Purse,Accessories,Purses & Handbags,47.99,TRUE,40,Star Wars,b'Boba Fett',In Stock
11/18/2018,Spider-Man Duffel Purse ,Accessories,Purses & Handbags,41.99,TRUE,40,Marvel,b'Spider-Man',In Stock
11/18/2018,Betsey Johnson Spruce Me Up Crossbody Purse,Accessories,Purses & Handbags,59.99,TRUE,40,undefined,b'undefined',In Stock
11/18/2018,Star Wars May the Force Be With You Purse,Accessories,Purses & Handbags,38.99,TRUE,40,Star Wars,b'undefined',In Stock
11/18/2018,Mathematics Canvas Crossbody Purse,Accessories,Purses & Handbags,20.99,TRUE,40,STEM,b'undefined',In Stock
11/18/2018,Pok&#xe9;mon Charmander Faux Leather Crossbody Purse,Accessories,Purses & Handbags,38.99,TRUE,40,Pokemon,b'Charmander',In Stock
11/18/2018,Marvel Hela Handbag,Accessories,Purses & Handbags,47.99,TRUE,40,Marvel,b'Hela',In Stock
11/18/2018,Magic Pony Purse,Accessories,Purses & Handbags,89.99,TRUE,40,undefined,b'undefined',In Stock
11/18/2018,Lilo and Stitch Crossbody Purse,Accessories,Purses & Handbags,35.99,TRUE,40,Disney,b'Stitch',In Stock
11/18/2018,Death Trooper Mini Dome Vegan Leather Bag,Accessories,Purses & Handbags,41.99,TRUE,40,Star Wars,b'Death Trooper',In Stock
11/18/2018,Star Wars Executioner Crossbody Flap Purse,Accessories,Purses & Handbags,41.99,TRUE,40,Star Wars,b'undefined',In Stock
11/18/2018,Corgi Beach Party Tote Bag,Accessories,Purses & Handbags,23.99,TRUE,40,undefined,b'undefined',In Stock
